State,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01
GA,1.562681014841608,1.590487758102666,1.6052280946640443,1.6179798005334276,1.6404414921829615,1.6591460425596098,1.6738755406655499,1.6658133639689814,1.64319832819186,1.6663569348943814,1.6337324979300287,1.632708806694727,1.6274751704113548,1.598156452416542,1.5991630548497984,1.6118400596977798,1.5827427576774835,1.5955795616812565,1.5830872683059973,1.5814229102625827,1.594488188976378,1.6043899258092698,1.6598682917240024,1.6849467493244317,1.711503347534997,1.7347795916876667,1.7504488330341115,1.7859737492129608,1.8016494994747203,1.7999662430979193,1.8077436903486708,1.8178099660739637,1.813723722640897,1.8304062784131694,1.8107930436861293,1.8224405167365767,1.7526696683246505,1.7222163563626978,1.734226295382446,1.6944180425012616,1.694102231113919,1.6897189262561725,1.697118763176388,1.6936482351017357,1.7146800472531198,1.6736548687076902,1.6440214213886486,1.6140694609661093,1.6441622208583164,1.6513043168796042,1.633097441480675,1.6336359022179205,1.6387640250592856,1.6116130246565028,1.5942130767610085,1.6278334952194824,1.621552307010795,1.6114967386375527,1.6120060261907523,1.6118176754548832,1.6235871780618865,1.6565953633710913,1.672210220713461,1.7166224778681527,1.7450674456948732,1.8074070828449682,1.8447422173266743,1.8000706317385793,1.795062811890888,1.814761535907934,1.8207992057582527,1.8143895868135689,1.775976418570376,1.806024303513423,1.8502329689344714,1.898831697347074,1.958162801273306,1.9731268503757684,1.9897883948978838,2.0083247565873963,2.0086209942408932,2.053114708149394,2.0969028604490108,2.197617105776391,2.2729513412743225,2.2739912807908285,2.2821949292537527,2.304263653144838,2.2922118942333722,2.328369510348309,2.3666828644961573,2.4467456713552624,2.5582330855873114,2.5741942346558875,2.6251407712321853,2.597427846526232,2.640839805002542,2.6892611875291212,2.7427122940430926,2.7243622216368464,2.749227887195585,2.7253179706675863,2.732948401444515,2.7319003947891907,2.7094554465583975,2.7018400107085125,2.6859162498449836,2.651033427422273,2.5870954442383014
HI,1.4239071286051153,1.4535933550018056,1.4268942472681296,1.4232617169794217,1.4733797342492994,1.3243243243243243,1.3230132301323014,1.3404102195034184,1.371705217859064,1.3944757307589166,1.47281978041596,1.525695931477516,1.5718157181571817,1.6357885223678266,1.6897081413210446,1.7274124988694943,1.7412708542255448,1.7980001834694066,1.7988252569750367,1.900477414616232,1.8292682926829267,1.8215271389144434,1.8374622908858214,1.8748301784258674,1.8937354155447856,1.7730177301773016,1.697198275862069,1.6688978134761268,1.7335927825933133,1.6959578207381372,1.7392832044975406,1.6828819353142257,1.7416418694206195,1.7733298217891318,1.7641921397379912,1.7553006604101493,1.7548431934671185,1.8411271501426227,1.8969957081545066,1.9986275518956937,1.8617479744871575,1.9098417068134892,1.907708172209332,1.8690783807062878,1.8827372764786794,1.830054128361543,1.8407018751075175,1.8539374512691675,1.9624869746439737,1.98226395409494,2.001559656875487,1.969252029711522,1.956074124914207,2.014055536510113,2.003922571842756,2.104455993865553,2.116986906988607,2.2401357658039878,2.225633154259401,2.239822858116164,2.130368358512986,2.0375515702618507,2.1036559504622954,2.146507666098808,2.311445937847787,2.3317616802400343,2.3603124195348038,2.28411310180861,2.3038762297149584,2.2937692885144716,2.2938058959920506,2.2866611433305715,2.2931954636424283,2.3988632564359746,2.321517723414878,2.1956252579446964,2.1496553987528717,2.0993931441692633,2.2420423860567875,2.1754894851341553,2.06863755250852,2.1430253552084153,2.148101859084518,2.1506211180124226,2.1482602118003027,2.1343518310492025,2.1580569967666743,2.245925035679411,2.212455303933254,2.181468609036456,2.1085225597168975,2.1802217426891883,2.341212899327845,2.2351871495681164,2.2566037735849056,2.2679483328326824,2.2183392843576692,2.203285736219868,2.1824795392543193,2.2660098522167487,2.368400947360379,2.539706897874626,2.573557655373742,2.7041478878618896,2.6331998768093627,2.5823962776269873,2.5378728720912074,2.51414204902577,2.6478169179098647
IA,0.9390958631799019,0.938259767832072,0.9257998638529613,0.9009927920576635,0.9401941483945421,0.9785663495073307,1.005092920503221,0.9977415984090067,1.0479142799380012,1.033948538326822,1.0405756951248353,1.0242053873203374,1.0437118941820813,1.0426670325147482,1.068797343571651,1.09312301093123,1.1000034591303747,1.0740394276409244,1.0575384401308008,1.0744089012517384,1.0616889875789328,1.0809504075148502,1.0993176648976497,1.0710143938877141,1.0971575180609006,1.1109988890011109,1.1020203706795793,1.0633687789592985,1.0690216128282592,1.0988647271042267,1.1055941741145316,1.122587930519114,1.1088241152645906,1.1216193794591007,1.1250827266710788,1.1275709278486872,1.1146496815286624,1.0963169051404347,1.0827686993490102,1.078086644994361,1.0376479978714912,1.0192563081009296,1.0104356468444593,0.9706494106771435,0.9891164113930331,0.9526320994165541,0.923878971854687,0.9175223583968202,0.9257717539711613,0.9257402580041442,0.9236720130714595,0.9545742798971998,0.9562841530054645,0.941669716833594,0.9813639968279143,1.0092015434847135,1.0388244189486833,1.0567771578601903,1.1004486948547474,1.1412175160585607,1.1249471664986832,1.1747192647487137,1.2101601682575636,1.252334041594231,1.2634920634920634,1.320330557578444,1.300500677016091,1.275446871896723,1.2836655099345884,1.2893290657648409,1.240709141915146,1.1750518817656626,1.1857598005263887,1.1724827739497667,1.1972362863296875,1.1908431169267841,1.2295314182106636,1.229345295553915,1.2738671986320889,1.3242949488015558,1.2792148854095757,1.2669374769195807,1.2849275953497858,1.3853348627900821,1.3928062574510773,1.4047687446136168,1.4126224652540442,1.4062009754984455,1.3862061129417111,1.3752788681483155,1.3365289722261384,1.341163847869667,1.347070407260481,1.414153098701524,1.4626568179153476,1.399905291819581,1.4111261872455902,1.385632061394159,1.3513513513513513,1.3605648313687464,1.3819019334505123,1.3866504485327658,1.431143388971957,1.4130268199233715,1.4592248252932303,1.375439462159995,1.3597908014151667,1.3825312384015835,1.385973576984813
ID,1.6499565800899976,1.6260162601626018,1.7017253604348854,1.7172430016466713,1.6577165538174177,1.691216584833606,1.703181853371526,1.6983483951386724,1.6742293850727583,1.667700899782811,1.6195273149941882,1.647801647801648,1.657372986369269,1.6555016555016555,1.6262657256827246,1.596272817536088,1.6145000380778312,1.6413281900007564,1.6555790746900514,1.6411955130618086,1.6557042413245633,1.741764483150322,1.78923426838514,1.7221929758592165,1.6841011944506268,1.7220990391722097,1.7057569296375266,1.7328731918643072,1.7809832204886664,1.7083946980854197,1.7252771455840248,1.7281780902167545,1.750308664391023,1.709463358338142,1.6719288174512057,1.6824849007765315,1.6402877697841725,1.6010913268236646,1.6112861644228014,1.6232837528604118,1.5903580088432463,1.6727169193536906,1.7505315379163715,1.7279229516323207,1.6794862747865358,1.634472511144131,1.653944020356234,1.715132693393563,1.7719897523484203,1.8384952623391317,1.873850940461038,1.8327928944029324,1.8050287961792386,1.825047199496539,1.7088607594936709,1.6707616707616706,1.7368680120947895,1.773074497161679,1.8465412324263832,1.8482354582229041,1.8357555107433416,1.7959070026451345,1.7327418907679513,1.7387675615523717,1.80086218884717,1.75402107598447,1.8499625926681629,1.869842959808358,1.8496654860291224,1.8177130333891969,1.7509970089730809,1.7245567160553803,1.7144563918757467,1.6835820895522386,1.6628918822267253,1.7420157610949814,1.7723605958900077,1.8508756516136589,1.890768600362934,1.9199346405228759,1.9039035655945473,1.8589987497961626,1.9125237707144798,1.9114523770625713,1.981584190404394,1.9608885110001064,2.0319380338479496,2.0083726352604527,1.927993182786536,1.912278843097786,1.8773400833201497,1.9260359738950497,1.9878854625550662,2.0691236315698975,2.0733838089691323,2.1424808288942225,2.0875460925419294,2.2425850012056907,2.2263674107948734,2.2572147048257696,2.309153508251217,2.299605781865966,2.309635510645976,2.2598529589008076,2.2589000662610688,2.285851780558229,2.3428536924098786,2.2614283982054078,2.247664959325098
IL,1.6030430648009784,1.6060247736832924,1.628102122898562,1.6641728054020872,1.7048552977756517,1.6875621129883036,1.6775103117825811,1.7033040107917088,1.723269364205804,1.7512918977859955,1.7671873218561167,1.7931180437313017,1.8355117713221891,1.8889403411283474,1.955709222255488,2.0301865603005105,2.062424923470376,2.142822561123215,2.189851717692181,2.202493900786121,2.2434409101462736,2.2245680638413265,2.2582737225217553,2.3316136841801884,2.4092705370267846,2.4317528051359227,2.4132629820832068,2.3806591574380205,2.341301775147929,2.329828811522338,2.354010624295738,2.4233474379727187,2.500754944889023,2.5613922497593387,2.615959137984554,2.592957284193745,2.5605330808994813,2.5499540172226403,2.5772667554950943,2.6003937739143357,2.6497385554141784,2.6583289972496837,2.6794000816720493,2.6449076698605056,2.585493336309441,2.592221479997031,2.537816530629301,2.5673652694610776,2.564029514828637,2.5364869750537555,2.508912867804345,2.4854024348357058,2.514987153868113,2.5218944128877827,2.4973392124068723,2.5435632663907977,2.5767710550319243,2.54814533725453,2.6040680277262225,2.651672651672652,2.7066748315982854,2.7874662466246627,2.842115062371998,2.8728139189857482,2.9099605488251927,2.9385397810533576,2.9810668901469155,2.98795670511713,2.997721865884311,2.9820808815573736,2.9225621800298303,2.7817265192297236,2.7247373447946517,2.682986200915882,2.7216917301855488,2.8043454440148397,2.7915980098865765,2.835794457237637,2.887830662251122,2.9143063757984815,2.9109397698066823,2.97756845214337,3.064837803736416,3.181032843668108,3.2135570165495357,3.2594303061619945,3.2623083131557706,3.232915782138748,3.248050682261209,3.2166639597206435,3.1621163041801634,3.164169853942572,3.191996972538954,3.1919372012975753,3.228613337090105,3.2694126608130842,3.3169181062560256,3.356559789819607,3.379684972927361,3.3769244956569855,3.39288381943285,3.415593232293843,3.4084364783329053,3.4191457921629373,3.3897247019164745,3.3918391165776365,3.3113179495958844,3.247658896194461,3.171228228907487
IN,1.8689484350371537,1.8452314154255574,1.8970836116146677,1.906746219654639,1.8947567371753478,1.9160224821701277,1.8986943526820825,1.9169780513078154,1.8954524805363662,1.887856616898275,1.9134396355353074,1.947672120780966,1.96134802747165,2.0027679238980007,2.007368822258925,2.0458199996815845,2.109145484736237,2.1612820840250286,2.2024046500517556,2.2579568747715824,2.280135472484139,2.280604573870381,2.310474992135892,2.3512513465831915,2.443183579822032,2.5145485698408536,2.556695962141233,2.6025321106535415,2.6251563501021997,2.611322817192221,2.6960598382667533,2.673382997769652,2.7279470760101123,2.790063617085732,2.8195260893279195,2.7780721541792195,2.7136960600375235,2.6420655328491303,2.6224357231336293,2.592654146584677,2.5656126362840146,2.5660034798396247,2.5393608493776374,2.536768036722737,2.488906330183838,2.471351025331725,2.419829028902257,2.434089330474436,2.4366337391837045,2.439435497464029,2.4619995718261616,2.4430515211741324,2.4542118965333497,2.4432809773123907,2.460283773951007,2.4692107019353275,2.479514094000394,2.50887395211842,2.5293586269196027,2.561789644596789,2.618873226804586,2.6593373941464864,2.657208305623291,2.7245426453307027,2.8394955820537016,2.8920881640973373,2.9302130044843047,2.9457858896301126,2.9687049024862904,2.961257111893796,2.9114473113474153,2.870680396740161,2.8858853298771834,2.9056376020791506,3.0108857001484415,3.1132252613131373,3.1284351506728156,3.155201459169844,3.1869373658883426,3.247695082422087,3.302822840700501,3.3114952313975152,3.4509813689349405,3.5147192257284,3.4892297690932503,3.553997472933132,3.537362854601166,3.4569001807691353,3.413956143507775,3.411871374809037,3.4290172379631465,3.4429106660526023,3.435080650270524,3.4996095900055044,3.4674657534246576,3.503699517682775,3.5659566390519712,3.525954946131244,3.462605790338391,3.4538794171922773,3.431871304826069,3.383318874705664,3.333148466529865,3.314832375746082,3.272773045776864,3.193284400573695,3.1626399943650068,3.115366584745642,3.062438057482656
KS,1.237702316724849,1.216429699842022,1.2720541902961564,1.307498424700693,1.3238529226901319,1.2861986982110145,1.27117001899004,1.301912304423411,1.2885802469135803,1.28377599262021,1.2685560053981106,1.2527549008235703,1.226658332682241,1.246716587603403,1.2354908518591383,1.229234575658799,1.2047244094488188,1.2621780459906127,1.2731298434287521,1.2683736367946894,1.2528248027593865,1.2433463096845951,1.2492093611638202,1.2319039585703637,1.2753713352515748,1.2532294759572744,1.2399540757749712,1.2168056937323029,1.2160146839509005,1.1580198627247977,1.1900661998239774,1.1456691399792396,1.1654654194142002,1.212700841622035,1.2015919179549976,1.2391005048187242,1.2138046497469654,1.2054148604456612,1.2140356218602526,1.2265978050355069,1.2591496946941252,1.3083971192639794,1.301748278210853,1.3372620126926564,1.3329818880144595,1.3088906491644978,1.3189629182996683,1.2871810357843878,1.3242513033220442,1.379073232226764,1.3829625114294424,1.403830014496071,1.4095209148588579,1.4189778806389195,1.4203686914475673,1.4052053035167906,1.416889625805479,1.3733068177554313,1.4162607718246534,1.422208915004304,1.4426840633737186,1.4229454599494724,1.4425227374384972,1.4187287005482294,1.4428576700247242,1.4577581446714523,1.5048029511669527,1.5365792219943144,1.5265817379545938,1.5680659356010338,1.5040636697804608,1.529317269076305,1.5068278135300581,1.5524458049603298,1.659530580991968,1.7594480163086088,1.7793259273206554,1.8189801166656212,1.848950172359762,1.9507186858316223,2.015967448598995,2.061951279831829,2.1621451501227416,2.206545548254091,2.216084071498873,2.218800087997737,2.20599706699117,2.213769019705662,2.2308649657747357,2.2493933171551244,2.2712403028320405,2.2641509433962264,2.302809938442892,2.313104378835095,2.3886482642704765,2.464420942681812,2.560032422574217,2.5727989037341557,2.5295225055622113,2.4531956100710137,2.4591280653950953,2.4964190710047065,2.471169686985173,2.420496529815959,2.37790757958041,2.3741854984056565,2.2954474206694764,2.2384119945095553,2.1727665858031853
KY,2.4515152189886664,2.4729214003661952,2.534486172529866,2.568204229210036,2.584401989008113,2.613495058792731,2.637367423829954,2.6266579691237224,2.6706231454005933,2.6244285344604505,2.672644193464954,2.7015910812858532,2.7346733887688512,2.6780651633445283,2.7216055952561957,2.78791543395167,2.852882059262141,2.9511796108145343,2.9532333183096173,3.0019884966537664,2.9988098274249766,3.0082855321861057,2.950320411141425,3.018527076418939,3.0937101528041975,3.2238544361906354,3.231986672219908,3.2885151729592472,3.2885989695861726,3.241182078169685,3.2512233557269634,3.271435692921236,3.261684578855286,3.2605749786311424,3.331591597868116,3.2615487149581375,3.158307857555978,3.082078437861989,3.0053059194163487,2.942885605180143,2.866215599186418,2.868733097566049,2.870276004076624,2.8473000456564144,2.860812462453131,2.852428586160668,2.812300992214302,2.7636423813661,2.8000836470096195,2.759831901147839,2.772112382934443,2.7613985549372977,2.7884814584628135,2.7622485817431666,2.7619302617757913,2.691515650741351,2.671763569476129,2.6953068740612722,2.716664265574513,2.804121177362201,2.8045395166557805,2.887042918804463,2.953302310392685,3.0508130081300813,3.3181561769683294,3.421511802811817,3.550096243525887,3.672814127412976,3.76317012705299,3.7925063271869233,3.7946718648473037,3.7767685652228544,3.838061507171161,3.853705151594127,3.9252271863446317,3.996280927701924,3.911306982509296,3.958326193495322,3.9627358975237184,3.9633785178792036,3.9320484146822787,3.949192062482675,3.9749983594724063,3.9798605475413638,3.9259563965446316,3.8935660896611246,3.846403742446885,3.771926969766004,3.752752181358558,3.757791338968117,3.777770528170163,3.8171847642958605,3.84425237388977,3.9181428176031,4.002636051472373,4.037913365860483,4.120761196165403,4.190811822194772,4.231126660471219,4.272209650339441,4.299171200116835,4.251535429461912,4.194053208137715,4.186804436790548,4.194662014180185,4.1013516029340575,4.024994370637244,4.007231093702923,3.933914743252387
LA,1.7732426303854874,1.780294450736127,1.7719690300444686,1.804205290526792,1.8231643792181909,1.8216378900681136,1.8753958917745,1.8693490054249549,1.8998895675103107,1.8918553260575448,1.9402748534039713,2.003916746367901,2.057707782503736,2.086211660679746,2.0692830014961445,2.0545746388443016,2.0620442127883316,2.1545421312374335,2.199259293127886,2.2280889414870617,2.2642109327095588,2.308648954211419,2.2823635543527288,2.260701177636171,2.2768568159895914,2.264726326882974,2.2783622595992763,2.3106432331162456,2.2933226460044978,2.2589825684809677,2.2380264473830427,2.265106260131909,2.2523823274617385,2.2521523031862962,2.336149654761642,2.3981024089830916,2.3791710309741134,2.422484752846846,2.504345586815168,2.522723854137568,2.580492932066325,2.596401028277635,2.590174462164187,2.5725537197157777,2.5890660104846477,2.6027014838834366,2.5655913978494627,2.5266849979431445,2.555924598024767,2.543678211503763,2.4653582200463346,2.4596615505706416,2.467350337452888,2.4374781392095137,2.4528343134468664,2.5353219924442603,2.588183903025008,2.707172701949861,2.772895918765866,2.8283266457000322,2.8779780581221734,2.885919039318226,2.9448581673137717,2.9741212823483973,3.110252683140519,3.231014589773376,3.303660501880132,3.309489569131353,3.352027213386044,3.3269097916590917,3.3274578222238214,3.3944534384458365,3.4544615857721284,3.5449842783243737,3.6867453534120203,3.8748889779000715,3.921292795723505,3.972834119220212,4.123091079612819,4.118619010348726,4.1617528927173595,4.212410501193317,4.2981510937793965,4.36877163081097,4.414436447487946,4.432065453912438,4.4702391342293595,4.473319655601733,4.479839842652431,4.528368481425924,4.4755965389193895,4.587611791984101,4.639857758946811,4.674715340161355,4.632740322211194,4.631903592438174,4.64464931730657,4.669982630664772,4.629372845766808,4.595355104629043,4.587847759653927,4.581609926821508,4.633080838443349,4.700468238178493,4.68900675024108,4.628158989927421,4.608825668794957,4.5458218845967355,4.4119422202551
MA,2.676881004137157,2.645814550246203,2.718065316246383,2.821451277557262,2.848036191651244,2.877501153392683,2.961058420882358,3.0379316210239837,3.1107867761862735,3.220571080793224,3.2925013535462915,3.233437143683736,3.282994090610637,3.368772729645548,3.414847161572052,3.537326769101389,3.605929672954649,3.697068689955565,3.8120895180744108,3.829346624313368,3.8929440389294405,3.9107809296865415,3.957323663749521,4.0113375157705535,4.020255243439285,3.981495654540198,3.975239548884932,3.916259075600386,3.886782231852654,3.841733427982287,3.785648187095146,3.837956669855175,3.839758125472411,3.8139004427747216,3.8029516949579407,3.8391347296867413,3.849870060638369,3.8611909376461937,3.8413920026769284,3.836480096582716,3.915999799522195,3.9871103467850997,4.020561777125023,3.978509021524453,3.891401204799173,3.83532430316056,3.8131919434440444,3.7842699623571736,3.7571964118355874,3.7405104657203667,3.78155486271749,3.7817025194609526,3.7461362720064506,3.718834585834132,3.694366007798844,3.6875409120663325,3.6922611951575797,3.7676582735625614,3.7963009541056727,3.814988172530072,3.794211137086059,3.8216987937658327,3.788258068822803,3.5460115106132806,3.4455720921975326,3.453564160792757,3.49025974025974,3.4766277745737395,3.47959878095689,3.4621530449192166,3.4288239192871344,3.3700367033700362,3.3548075145412914,3.3448934814919666,3.4231184936572046,3.7068715348311523,3.8276671510467404,3.8507764049805298,3.8450465436166468,3.9209147212958553,3.96202012554809,3.983451907105024,3.9874524002746736,4.043278401450952,4.027200722032896,4.0613408970482805,4.042596380556813,4.051689115284852,4.0647879004554435,4.086497531074408,4.112123594985892,4.070232672657885,4.0772267456205284,4.121551896745576,4.175054975686809,4.190022421524664,4.295969253247785,4.279149913842619,4.257283871994906,4.174147930404386,4.239763748104398,4.205614943355225,4.143083903862496,4.133333333333333,4.096385542168675,3.9723355204823547,3.8957692493517793,3.8506248183667537,3.7393145128710628
MD,2.3137019230769234,2.3842617342029295,2.4114656755948567,2.397289464711899,2.4142690306826626,2.403754677490962,2.418435824927194,2.4632825505194176,2.552384963672739,2.6264959059416335,2.694239539331274,2.798863491794241,2.7952375844685187,2.8616715931971037,2.957870162136692,3.1536526077871123,3.3578441790283504,3.571731748726655,3.7155236183028637,3.8865988054176834,3.983872315534386,4.048288063274014,4.1302144733304385,4.261527081449823,4.4339295547714705,4.448148976397162,4.50605184990604,4.568742940132322,4.574622649124223,4.5776775284972,4.560872198667474,4.5409594542775835,4.562047475949418,4.597492276939851,4.612527503583035,4.598349104086974,4.581848752952481,4.721682912671884,4.801586506680556,4.83518247296511,4.868011643079393,4.890475808392843,4.8585584145756755,4.853573213393304,4.846397244362559,4.8186756130681365,4.810146777281429,4.760105028644176,4.792146649303816,4.7286027210064105,4.682033545910717,4.6319354517382205,4.549337465482647,4.49121413680135,4.539765164007709,4.621031746031746,4.640421820488424,4.667710542485085,4.689104843169788,4.676543992393931,4.626913012449449,4.662741533962935,4.6961598390564285,4.51741861793261,4.495742806811509,4.512612498415515,4.5323289391086,4.538997016621679,4.595821021528071,4.702068701092734,4.7001397105748834,4.629132854939306,4.626165934299296,4.5709392318753945,4.553499597747385,4.725316309909672,4.8216967917236255,4.894281472380075,4.9674281097990685,4.9099977564157875,4.825065632560613,4.73305954825462,4.706873720958228,4.791565175029577,4.698425820674451,4.732877305394406,4.745384494691515,4.70077203102193,4.61277438054505,4.511834319526628,4.42818704605807,4.409282700421941,4.418084312959477,4.4115282219879575,4.500374585280582,4.562949640287769,4.649997215570529,4.661064425770308,4.634857719777138,4.687090371147148,4.751012449377531,4.808090700214698,4.834595983450153,4.856662320237353,4.83142030520205,4.884231234866828,4.814990963568914,4.75020475020475,4.672453417918669
ME,1.5704116826887795,1.581798483206934,1.654557226098842,1.7365825770027872,1.7043428652927333,1.6980593607305936,1.8004554511813264,1.7279074687918752,1.804700615556799,1.8443763919821825,1.8862671399735507,1.864004468025691,1.9109632670394223,1.942373853211009,2.00762754551342,2.091145082203634,2.1698653680893725,2.325912227043175,2.3782398177157504,2.4634059264548376,2.4538996914687523,2.4204553616318325,2.4386755345777016,2.537493780652498,2.6032823995472554,2.573115860517435,2.5687561077760717,2.596053997923157,2.5728629200948263,2.478763403425707,2.4781849912739964,2.515461052046418,2.596864424338697,2.723439552084053,2.7327306604099095,2.8181630262523254,2.7937551355792936,2.807377049180328,2.8176757611160745,2.7848624801819812,2.777585849512886,2.7977839335180055,2.7885146327995582,2.7779697325685855,2.6615969581749046,2.546280366113826,2.5214702851253863,2.3233434149023924,2.226651089272215,2.269601100412655,2.1657699380235647,2.107553198721871,2.1612466124661247,2.214869336214464,2.167766258246937,2.2158060833948836,2.242363209130581,2.4022008991478225,2.3910269326348312,2.43328628083619,2.617098376056905,2.675116744496331,2.8182245185533117,2.851966179036371,2.9215135713330658,2.9663281667557455,3.0329231792484204,3.0074191838897724,3.036277602523659,2.9547249276125296,3.038386467143787,3.1370038412291934,3.176210060107561,3.1962890004448115,3.300203873598369,3.3596334945278694,3.3583738400353518,3.3664977160377947,3.352860525987785,3.4054959369766142,3.50067675649071,3.6099560055445066,3.6505015729803523,3.6195925039406855,3.503000923361034,3.5063674261892523,3.5170187461063604,3.585364474353899,3.580114246931734,3.6327794987327513,3.7713512599357344,3.8587385761029,3.844416845432991,3.852919480224706,3.932972474951054,4.1178186060075825,4.231993398561829,4.243749630592824,4.095260607493204,4.1094275101703905,4.114036123244009,4.091691905695113,3.9886039886039883,3.8384077715910436,3.859230539815091,3.82379382679053,3.7156897998321945,3.554459613881037,3.4978553736482816
MI,1.9276540086197655,1.9495719278743895,1.9801033097378993,2.054150059732104,2.1001700841969595,2.1224601577888493,2.126226972888239,2.1147179325559406,2.113135307977112,2.1024621630433638,2.111358857034164,2.10072402044293,2.0872478177308693,2.1015555579346303,2.1175537161727496,2.0649473052866076,2.062329609237184,2.063719616569668,2.0911407585069703,2.122103911391728,2.1535310870052156,2.25252557510725,2.3355217801724595,2.4841838886545764,2.5652574684711107,2.599713236140619,2.6099544872262204,2.6252288234315193,2.662463324801798,2.704331919847011,2.7429711364628138,2.8099516958396094,2.8442973555215585,2.828173358481915,2.827477036512466,2.774603702241705,2.7497907430945223,2.7628462568221606,2.7807001258328694,2.8026212751926805,2.7684728048566805,2.796857139914941,2.826913199794556,2.791547358806203,2.7551062259043557,2.716539867500845,2.6647064228613435,2.6613357937362245,2.621099123886757,2.5809337549933424,2.531790463901434,2.526812168760172,2.5765582092036285,2.5317770208523718,2.4792275336192784,2.433902933509868,2.440056563070921,2.443194693364646,2.4670173852287207,2.4387249887474938,2.4304210419002956,2.445850571915308,2.4393424206862657,2.359845412471969,2.4160060400151,2.498122418325197,2.5220999121610257,2.546446667532805,2.5271756668295517,2.5270494644844637,2.453719406608708,2.408063245213747,2.4358744087787274,2.4348820537329736,2.512562814070352,2.6412260942537875,2.5908838292504344,2.5684689772005367,2.577984244179885,2.621541388817928,2.643773816302396,2.6451753430625136,2.6782928266823838,2.685934389783626,2.6610454167585633,2.66369763067554,2.638088082595372,2.626985213581599,2.612078388171201,2.6000860955660783,2.6044175325122136,2.588310355828009,2.5924385043423994,2.630773134093315,2.7040788980007506,2.777166134537047,2.856254944061476,2.8964008938334995,2.9481927825351417,2.9781174348507142,2.9944621005956575,2.9814696363619007,2.991023098515985,3.0063047824081193,3.0080626494869223,2.9887172534017723,2.920689352830575,2.8907460812587056,2.7855890104937244
MN,1.2632883634456786,1.2423393035298589,1.2500295375599613,1.2692677662295004,1.28908264191628,1.2719195697919101,1.2811836363212061,1.308055110243721,1.331415847095936,1.3562617168514361,1.366742596810934,1.385994896167443,1.4256858323938368,1.476161512188275,1.4675887938108076,1.4721765672693121,1.4837981470159431,1.5258022804749032,1.5156499671021713,1.524906015037594,1.5155774185992037,1.4918044286482568,1.5228426395939088,1.539388881161033,1.518699714809061,1.5063302837076056,1.5271389144434222,1.5304602836391963,1.5410919867776132,1.5626069302187648,1.5634258626190802,1.5899047879367683,1.638896476372576,1.6529113521133165,1.6517128874388256,1.643526357376679,1.6069470244622994,1.6077817531305902,1.6012396694214874,1.571505763688761,1.5557008545081505,1.5245000900738606,1.541015230703663,1.4969056502602829,1.4388810688830798,1.4357373759892988,1.4274579668188399,1.427901052490447,1.493979151689432,1.4805814319787587,1.4600835617053776,1.5159341523120804,1.5403504855452617,1.576942780141212,1.6052186303321756,1.6453869212834462,1.6675894142398406,1.6991205334396668,1.7039663195213828,1.7360269656980458,1.7163425661735656,1.7279419795967408,1.7971228649658828,1.8425856329861483,1.9166825507762035,1.92347942567709,1.952856338967508,2.0256527333859116,2.0510915769056166,2.0688952303302077,2.0519700885898624,2.0407772199440464,2.106706794415132,2.1732493798893344,2.2554087689067583,2.290179172841169,2.3008161678973957,2.3175831476921873,2.386062119556735,2.4339901861515694,2.4709752321981426,2.497544819086865,2.569821567106284,2.612143356915183,2.6067303824864494,2.5809390063384825,2.550885540576262,2.5192481884057973,2.535609848127535,2.596351175795003,2.565451914221813,2.5444766239139427,2.554613598172309,2.6084307528273865,2.6569815610489202,2.7230046948356805,2.7606262199737084,2.784911717495987,2.778500650585527,2.823741007194245,2.8155475899633537,2.836893631504134,2.834219235783773,2.818573210477608,2.835233578851781,2.7867528271405493,2.7555231852391358,2.724906458435009,2.6865126101612313
